# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3381403.0770722,175895710.8758271,112679555.7057166,710678719.4859903,10818832.6231152,500174750.9420890,9097302545.5147991,93902205499.0992279,662196268140.0458984
0.0025000,0.0025000,0.0025000,inf,nan,2960068.3852619,117731018.1194626,75415380.3604678,475723219.6656050,7238746.9877966,334811156.2888514,6090973597.3556957,62879777917.6044769,443470758412.2557983
0.0050000,0.0050000,0.0050000,inf,nan,2992258.9649684,80127828.5122478,51324383.3789226,323824331.5028546,4924342.8294182,227903534.5829555,4147354419.6562824,42823359704.9758911,302061152276.9378662
0.0075000,0.0075000,0.0075000,inf,nan,3488813.3930306,55472580.9457842,35528778.0078897,224227475.9269145,3406959.1419632,157806552.2658016,2872932555.3850565,29672268400.6888428,209337264176.7305908
0.0100000,0.0100000,0.0100000,inf,nan,4569647.4503997,39088985.6730214,25032603.6870402,158043010.1623305,2398744.7231733,111225518.9976355,2026010390.7397046,20932411888.0820999,147714301579.7933350
0.0125000,0.0125000,0.0125000,inf,nan,6504739.1503209,28061259.4698849,17967805.0668283,113492769.7924120,1720218.8011811,79870862.8880180,1455883761.6375260,15048668819.2314625,106227781184.1141052
0.0150000,0.0150000,0.0150000,inf,nan,9810605.0483948,20545560.6992978,13153087.6146010,83128656.1789714,1257884.5941755,58500548.4214245,1067253189.1540505,11037645716.7623978,77944251030.1398163
0.0175000,0.0175000,0.0175000,inf,nan,15449503.2076886,15360503.8933340,9831571.9482873,62178544.1042122,939022.5793554,43755912.1638974,799059353.3722632,8269278426.9511614,58421450981.5555191
0.0200000,0.0200000,0.0200000,inf,nan,24293812.9836648,11739895.3268206,7512378.7634304,47547468.8253240,716469.8031679,33458689.8163517,611702969.4377980,6334952561.5079947,44778481715.8920746
0.0225000,0.0225000,0.0225000,inf,nan,39554320.5408333,9181259.7608552,5873584.5483917,37205754.4748896,559295.9036254,26180375.9456866,479215638.9368451,4966713242.5870371,35126182524.8823013
0.0250000,0.0250000,0.0250000,inf,nan,68779127.3310814,7351780.8583357,4701960.6566438,29809060.8992995,447013.3838015,20974809.9204265,384398135.6539720,3987095915.7903466,28213405140.7717094
0.0275000,0.0275000,0.0275000,inf,nan,126087060.9128339,6029143.8205029,3855073.2561577,24459415.6861377,365936.3690460,17209988.4373572,315762622.2610811,3277572004.0511003,23204532863.8920479
0.0300000,0.0300000,0.0300000,inf,nan,243197851.3852985,5063884.4347170,3237161.8230535,20553120.0455675,306863.2269189,14461020.6097441,265586436.3524103,2758464907.7443933,19537872275.0860558
0.0325000,0.0325000,0.0325000,inf,nan,145141750.8980932,4355164.5307201,2783619.5428142,17682889.9759617,263585.6628069,12441254.3079862,228659830.7967448,2376026972.2116971,16834533985.4926052
0.0350000,0.0350000,0.0350000,inf,nan,71706494.0437284,3835037.9471530,2450913.3280046,15574294.4703867,231920.4517003,10957541.0456817,201472554.7394606,2094044893.0072103,14839241579.4600277
0.0375000,0.0375000,0.0375000,inf,nan,37900233.7690688,3458156.0530441,2209988.7970456,14044166.5476920,209076.0025767,9880965.5251511,181681582.5792514,1888346308.4398990,13381595642.2208691
0.0400000,0.0400000,0.0400000,inf,nan,21618492.7353497,3153706.2447937,2015392.8048373,12807791.8514936,190644.5630810,9011084.6705145,165682038.3687362,1721992701.8464551,12202413396.5401993
0.0425000,0.0425000,0.0425000,inf,nan,12786679.3437266,2882790.6956924,1842324.9041461,11706182.1721029,174300.5627367,8236083.1167622,151386880.4348357,1573093891.0371294,11145676872.5989895
0.0450000,0.0450000,0.0450000,inf,nan,8025467.5059166,2689080.7282523,1718717.9213302,10916457.3623046,162705.8081646,7680588.0685663,141082396.1657353,1465374726.2275136,10379282317.7804356
0.0475000,0.0475000,0.0475000,inf,nan,5559044.7549423,2384183.4357355,1523550.8027730,9682619.0127464,144074.5118529,6812301.0686495,125238889.5412097,1301486617.0650506,9221679531.1749344
0.0500000,0.0500000,0.0500000,inf,nan,4412621.5341287,2101743.9848019,1342980.2947316,8536261.9088627,126946.5279278,6005726.2752732,110422383.5803206,1147566953.2647209,8131329427.7582178
0.0525000,0.0525000,0.0525000,inf,nan,4150529.9566407,1871214.8474188,1195644.4369326,7599917.2947988,112998.0886835,5346945.8169503,98301743.1012645,1021526062.3925656,7237840659.4752407
0.0550000,0.0550000,0.0550000,inf,nan,4635185.5191150,1682286.7911501,1074938.2327590,6831945.4556390,101594.6305142,4806653.1140650,88344334.9526594,917868964.8609385,6502477205.6917143
0.0575000,0.0575000,0.0575000,inf,nan,5943577.9681941,1527042.8149277,975789.7028267,6200364.1252734,92249.0741706,4362338.8446968,80140924.1964100,832372798.1287787,5895465941.0104437
0.0600000,0.0600000,0.0600000,inf,nan,8377188.9399432,1399331.3978631,894258.2698036,5680317.8780602,84583.2000065,3996509.8307000,73373326.9161018,761753257.5938470,5393646029.0886307
0.0625000,0.0625000,0.0625000,inf,nan,12560399.2080994,1294162.4720158,827088.9002950,5252218.3735799,78251.8032373,3695380.0771758,67790645.8349776,703419596.9636074,4978742675.9055510
0.0650000,0.0650000,0.0650000,inf,nan,16602431.9195707,1206918.4162370,771443.6165761,4896515.8980705,73049.6744925,3445153.8461662,63166217.1461979,655196271.8483378,4636101122.8396034
