# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,13976649.6557599,39236655945.9988174,25553603200.8981895,152556421150.5427856,2700391921.9114308,107627658925.2637634,1797430810174.6000977,17551822949529.0019531,119045513038128.4062500
0.0025000,0.0025000,0.0025000,inf,nan,8810940.4337522,20956202554.1898079,13648026216.3961411,81481344048.4578705,1442209977.2710645,57484549212.2577667,960057273261.6137695,9375202339108.9160156,63589002523584.4687500
0.0050000,0.0050000,0.0050000,inf,nan,5733645.6360762,11548606318.5074406,7521082959.7913542,44904628084.7270966,794702562.7005323,31679842803.5960197,529138537616.2727051,5167539213023.8378906,35051726930870.2421875
0.0075000,0.0075000,0.0075000,inf,nan,3875391.9088808,6548855567.9092808,4264832608.4854879,25466085482.3839149,450559371.8972499,17966017306.8673019,300142979632.7847290,2931647232645.3950195,19888028931917.7421875
0.0100000,0.0100000,0.0100000,inf,nan,2758817.7429228,3813499744.1109552,2483301624.1588340,14831910305.6580467,262253149.7523605,10463614170.5348625,174885743199.3517151,1708791192498.0270996,11595458147126.6660156
0.0125000,0.0125000,0.0125000,inf,nan,2121048.3543268,2277562583.7211146,1482895527.2318316,8861487607.9267845,156482815.9425097,6251447974.5582695,104585542561.9655151,1022652808945.3277588,6943530510858.3408203
0.0150000,0.0150000,0.0150000,inf,nan,1755954.9125848,1395147557.2045071,908080421.6341628,5432439201.4870815,95672378.1344052,3832187526.3732028,64240100085.6972351,629114849465.9501953,4276670684312.7016602
0.0175000,0.0175000,0.0175000,inf,nan,1260525.4859769,878411094.1504089,571383109.7142928,3425742041.6213984,60005264.2183805,2416361987.0984139,40669270002.7249298,399506816685.6554565,2722345226040.9350586
0.0200000,0.0200000,0.0200000,inf,nan,952121.3977838,571668560.2200913,371399342.9952303,2236251836.6466188,38759251.6777236,1577037548.1076779,26748373508.3735771,264296644311.6242981,1809166026821.7949219
0.0225000,0.0225000,0.0225000,inf,nan,773749.6767646,388812339.3168347,252035423.4731958,1529388836.5831530,25998871.2222302,1078160174.8307261,18541776783.6123123,185102708172.9115601,1277074558567.9353027
0.0250000,0.0250000,0.0250000,inf,nan,694984.8725867,281328442.2341503,181677736.5991258,1116793072.6495991,18373757.5268345,786830641.2134699,13838150590.3509274,140393009053.5576782,967474930055.2172852
0.0275000,0.0275000,0.0275000,inf,nan,704510.5689277,211517447.1933661,137303110.0231920,829118147.9816391,13964244.2723608,584628243.9898907,9967298016.0457325,98865905918.3762512,678767173957.1250000
0.0300000,0.0300000,0.0300000,inf,nan,807799.9814057,149364630.0935629,96788860.1632089,587999216.8805088,9966387.5692481,414495314.1236004,7142433345.6141348,71405552515.7704010,493181891513.0297852
0.0325000,0.0325000,0.0325000,inf,nan,1029292.6464724,108770405.5796793,70317503.6949978,430665590.0266700,7151291.7367906,303474137.6671042,5303628320.4294453,53565419303.7680740,372799843196.8841553
0.0350000,0.0350000,0.0350000,inf,nan,1420049.7576978,81979675.9211327,52839468.2432899,326948585.1775495,5288423.2593166,230281625.0514055,4094960968.9093719,41866296529.5571594,294003736930.1545410
0.0375000,0.0375000,0.0375000,inf,nan,2074034.3089240,64101140.2203971,41170247.7956505,257814781.6704574,4041821.3818242,181490525.1631038,3291720384.6511440,34110355704.5462532,241867864402.4995728
0.0400000,0.0400000,0.0400000,inf,nan,3159995.1971386,52008751.7036804,33274887.7216622,211095788.3510349,3196948.6788833,148516754.4524307,2750124895.2537670,28829820767.2780342,203969465938.6009827
0.0425000,0.0425000,0.0425000,inf,nan,4983694.3492171,43680799.1395748,27837483.9536252,177355642.1247322,2615162.9559158,124803567.6329791,2294687815.6343699,22798260507.8129692,155843230900.6516724
0.0450000,0.0450000,0.0450000,inf,nan,8112004.4542885,36077350.4961466,23052661.6708920,141181915.7980427,2188158.5614466,99561315.1913091,1690137559.0520415,16710041571.2688427,114435550906.5697327
0.0475000,0.0475000,0.0475000,inf,nan,13628497.1896380,26512096.4235849,17211373.7278068,103900406.0872955,1788598.5665331,73263585.5303755,1248221494.2396653,12374252812.3442211,84918577125.2205200
0.0500000,0.0500000,0.0500000,inf,nan,23680589.3136360,19665238.8621249,12758004.3880353,77193357.3941370,1321163.1122235,54425847.2045119,931039938.4882090,9257601904.6359406,63676350399.9320755
0.0525000,0.0525000,0.0525000,inf,nan,31205813.8522193,14722546.5228834,9544376.1267699,57895541.5068780,984521.6060463,40815022.4224605,701318201.6285151,6996247549.1371231,48241886564.3400269
0.0550000,0.0550000,0.0550000,inf,nan,33731521.3471489,11124453.8341101,7206038.2898567,43831664.2180727,740150.1269306,30896436.9135771,533438006.7405671,5340117616.6928997,36919547302.7492828
0.0575000,0.0575000,0.0575000,inf,nan,48542358.8287978,8483607.2415615,5490709.9976366,33495807.1717814,561385.2333793,23607666.5967078,409661586.6240615,4116044965.8118210,28535047562.7350845
0.0600000,0.0600000,0.0600000,inf,nan,51512636.3395637,6529907.4232921,4222485.6714074,25837779.0848183,429640.2483403,18207808.0816955,317615458.0241998,3203204435.0147896,22268898447.6331520
0.0625000,0.0625000,0.0625000,inf,nan,29945053.8408395,5073639.1583657,3277820.4641403,20119793.9296510,331866.3747597,14176364.4220886,248602795.8598800,2516641083.5462637,17544729168.8464775
0.0650000,0.0650000,0.0650000,inf,nan,18032369.9413291,3980574.9443713,2569313.9145103,15819702.8621859,258837.9366338,11144974.3320742,196464260.0277593,1996153670.8673851,13953928979.2444706
0.0675000,0.0675000,0.0675000,inf,nan,11233032.1420192,3155055.0099099,2034688.5564121,12565236.5135917,203986.6890689,8851019.1605505,156804105.3544901,1598744455.3381674,11204474221.2593098
0.0700000,0.0700000,0.0700000,inf,nan,7251328.1800459,2528414.0842069,1629250.9364097,10089032.5447797,162604.2521625,7105893.9093538,126461078.9604157,1293458501.3023546,9085957813.1727867
0.0725000,0.0725000,0.0725000,inf,nan,4883977.2522838,2051014.3636482,1320701.4930139,8197680.5935151,131292.8954147,5773167.6205773,103144354.4810652,1057833650.0305574,7445538198.6015692
0.0750000,0.0750000,0.0750000,inf,nan,3483010.0565987,1686725.5392829,1085538.3931116,6750277.7107901,107584.9007246,4753453.5415794,85181401.0765375,875442605.3861138,6171290638.7615242
