# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3196276.1188296,136532896.6692597,86821896.6245107,561143551.3493493,7985179.7052247,394510608.7487345,7451174259.1458273,78803544925.2214508,565235706923.2839355
0.0025000,0.0025000,0.0025000,inf,nan,3261156.5394090,90644415.3796905,57643230.0007534,372510801.3124002,5302510.2829236,261894249.3421022,4945397778.7465944,52295296600.2654800,375063685604.1667480
0.0050000,0.0050000,0.0050000,inf,nan,3867193.9927510,61281094.1952351,38972309.5900761,251807085.8034490,3585971.0488202,177034734.3224292,3341975515.2945023,35332906581.1232910,253374284737.4004822
0.0075000,0.0075000,0.0075000,inf,nan,3427059.5109979,42211846.5801684,26846985.7989500,173419018.9656326,2471242.7353060,121924807.0037846,2300673959.9900517,24317154546.9300041,174346717025.2075195
0.0100000,0.0100000,0.0100000,inf,nan,2694985.0860198,29652087.6198020,18860764.8439368,121789719.0953140,1737051.4936742,85627345.4310244,1614843748.7181480,17061960659.1561985,122298045060.8025055
0.0125000,0.0125000,0.0125000,inf,nan,2378942.2303432,21266646.2243376,13528790.9017977,87320213.4464553,1246869.4154628,61393882.0184270,1156976427.2421305,12218448110.5728188,87551407192.1618347
0.0150000,0.0150000,0.0150000,inf,nan,2356048.6319821,15593334.3222571,9921311.4106632,63999979.8619516,915210.9390069,44998777.2774844,847229998.9929117,8941985039.4447365,64047377083.6536407
0.0175000,0.0175000,0.0175000,inf,nan,2576449.6912366,11704001.2970192,7448152.0450724,48013687.0686727,687814.9949329,33759701.2047557,634921704.1640528,6696402670.6579218,47939425610.5259399
0.0200000,0.0200000,0.0200000,inf,nan,3232004.3094547,9002024.0441305,5729946.9285927,36908763.0206265,529804.4869524,25952399.7492929,487470506.9775007,5137021592.3955545,36754752508.8696136
0.0225000,0.0225000,0.0225000,inf,nan,4502184.8244553,7099479.2955864,4520036.3384544,29090502.9839989,418504.7362299,20455735.1190992,383690431.3192496,4039704312.2467556,28885310711.6986427
0.0250000,0.0250000,0.0250000,inf,nan,6748736.6147764,5741581.4873041,3656419.0984062,23511466.1581693,339025.4934039,16533318.8746830,309664712.9768175,3257209464.9865413,23274692768.1854515
0.0275000,0.0275000,0.0275000,inf,nan,10663121.9757561,4759573.9337756,3031797.5461985,19477831.6663492,281506.5822802,13697372.2471010,256173568.9039772,2691981217.2155952,19222923219.0045433
0.0300000,0.0300000,0.0300000,inf,nan,17575452.6763397,4040991.6843213,2574668.6264779,16527161.8805370,239379.2498573,11622788.7451255,217070490.8489536,2278972741.2345629,16263235022.3004971
0.0325000,0.0325000,0.0325000,inf,nan,13405849.3254301,3510675.8559374,2237251.5434631,14350359.9859478,208256.1568316,10092267.1437288,188245573.3881769,1974679621.4863043,14083395435.4414806
0.0350000,0.0350000,0.0350000,inf,nan,10464290.5446402,3118532.1035636,1987703.8504593,12741349.0367144,185215.7166293,8960933.8503459,166957054.2626663,1750068291.6224544,12474973991.6633739
0.0375000,0.0375000,0.0375000,inf,nan,6786695.2923758,2782543.9565532,1773333.6831320,11371204.9655001,165121.3015989,7997186.7733416,149067885.2337764,1562974252.1308291,11143376080.2058468
0.0400000,0.0400000,0.0400000,inf,nan,4699378.0243618,2521274.2532199,1607021.1430317,10299906.4853968,149741.3113523,7243899.0823328,134914297.0613461,1413785579.5350013,10075759541.3150406
0.0425000,0.0425000,0.0425000,inf,nan,3576785.2688079,2329464.3903571,1484909.8962889,9513604.6857438,138442.4953397,6690998.7935152,124531215.7496476,1304377183.4978776,9292997540.9755688
0.0450000,0.0450000,0.0450000,inf,nan,3102241.6428631,2065449.4873097,1315860.0963298,8446401.6939205,122274.5181458,5939934.2386774,110870559.0616492,1163435254.9899490,8299518740.3581228
0.0475000,0.0475000,0.0475000,inf,nan,3141059.4372631,1826221.8807654,1163542.2130410,7466084.5690652,108171.0730531,5250594.8702492,97937061.8680130,1027236229.7369648,7325502572.3003550
0.0500000,0.0500000,0.0500000,inf,nan,3688001.3363057,1632203.0691159,1039990.7988896,6671300.5018926,96722.3758462,4691706.1742686,87459313.5707876,916954311.1881218,6537110811.5832882
0.0525000,0.0525000,0.0525000,inf,nan,4861633.2873478,1474383.7586664,939478.2036905,6025001.1624079,87402.4693719,4237222.2916967,78944808.9233381,827377027.5404991,5896937546.2576752
0.0550000,0.0550000,0.0550000,inf,nan,6159557.7067137,1345961.4830630,857679.5353450,5499216.7714699,79814.0942737,3867479.6444820,72021832.8035843,754571025.8953035,5376759719.6023502
0.0575000,0.0575000,0.0575000,inf,nan,6823414.2200666,1241736.2118662,791288.3999169,5072570.9339873,73653.3886128,3567449.7946265,66406428.3285187,695532503.5103152,4955028666.8751516
0.0600000,0.0600000,0.0600000,inf,nan,9030211.0608198,1156795.3967511,736342.7063135,4728473.8815191,68094.7760577,3325469.2522948,61878376.7738240,647932972.7494743,4615045578.0653305
0.0625000,0.0625000,0.0625000,inf,nan,9961333.5162920,984312.5383950,626544.4256110,4031279.6866183,57943.0781548,2834668.8271832,53063582.3733572,557791422.6691763,3983750684.6494379
