# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,113217572792837.3281250,66065195328481599488.0000000,43026435356554911744.0000000,256865309582105247744.0000000,4547011879406387712.0000000,181217116505489997824.0000000,3026315182607976890368.0000000,29551159440722785992704.0000000,200427737617650048565248.0000000
0.0025000,0.0025000,0.0025000,inf,nan,9587165110581.7207031,2463854352303333888.0000000,1604640226600069632.0000000,9579608566621870080.0000000,169577565538032992.0000000,6758363145640300544.0000000,112864266892105007104.0000000,1102089420643547873280.0000000,7474809564707230318592.0000000
0.0050000,0.0050000,0.0050000,inf,nan,1393928271365.8222656,186854192210893504.0000000,121692969761438112.0000000,726499932987433472.0000000,12860451278659452.0000000,512541857850382016.0000000,8559418877264262144.0000000,83580439168747520000.0000000,566875840066567929856.0000000
0.0075000,0.0075000,0.0075000,inf,nan,312846787198.7219238,22385937330984608.0000000,14579342101852838.0000000,87037822444244384.0000000,1540737453810119.5000000,61404723095741000.0000000,1025455266068156416.0000000,10013296785425885184.0000000,67914168486722142208.0000000
0.0100000,0.0100000,0.0100000,inf,nan,104715969639.2369843,3690872958613949.0000000,2403763513539436.0000000,14350328153788456.0000000,254028497549390.6250000,10124080562506060.0000000,169071551117232384.0000000,1650938541377581312.0000000,11197322989590802432.0000000
0.0125000,0.0125000,0.0125000,inf,nan,30948543940.6923790,770266388022242.8750000,501653199655513.8125000,2994840424158832.5000000,53014450288878.8359375,2112844067879841.0000000,35284372270768368.0000000,344542472324142272.0000000,2336824328772530176.0000000
0.0150000,0.0150000,0.0150000,inf,nan,10590555158.9563446,192671395951635.1250000,125481551319552.3593750,749117583274329.8750000,13260823946105.3496094,528498489547622.5000000,8825894008833753.0000000,86182498349658784.0000000,584524043579088256.0000000
0.0175000,0.0175000,0.0175000,inf,nan,4067441675.6770911,55634379198988.9218750,36233131826731.8828125,216309705548551.5000000,3829097502538.4316406,152605352003298.1250000,2548500577350623.0000000,24885427831259616.0000000,168782887624390144.0000000
0.0200000,0.0200000,0.0200000,inf,nan,1714927672.6695371,18051178922817.1054688,11756233045195.7558594,70184038054691.6406250,1242391891979.3073730,49514467135121.3984375,826888789709975.6250000,8074348396651685.0000000,54763448410261944.0000000
0.0225000,0.0225000,0.0225000,inf,nan,781029853.3673824,6450743188896.4267578,4201190251152.2084961,25080868226914.6054688,443979143037.5554199,17694419632268.7070312,295495828073905.3750000,2885437971732380.5000000,19570190279015848.0000000
0.0250000,0.0250000,0.0250000,inf,nan,379728575.9978507,2500486319862.9160156,1628497328976.7316895,9722038731725.9257812,172098452134.7620544,6858846769418.0205078,114542376013556.7656250,1118475795126190.3750000,7585948675927629.0000000
0.0275000,0.0275000,0.0275000,inf,nan,195721608.7081276,1038906535065.4122314,676610921368.8917236,4039330753942.8168945,71503692312.8550110,2849726402350.2451172,47590288387750.6640625,464706513178755.6875000,3151824862152102.5000000
0.0300000,0.0300000,0.0300000,inf,nan,107428611.7047632,458302399941.4259644,298479560433.0267944,1781907582731.1225586,31543030749.0581169,1257126324356.3925781,20993952625841.8710938,205000380555631.6250000,1390394358743821.0000000
0.0325000,0.0325000,0.0325000,inf,nan,65999557.7984377,213023038836.1847839,138735931998.0867310,828246807732.5308838,14661448511.7375164,584323708712.8128662,9758183380265.7773438,95286083699827.2500000,646268260617713.5000000
0.0350000,0.0350000,0.0350000,inf,nan,48279984.8338374,103675040059.7368317,67520628403.2191849,403095190234.9926758,7135479488.1403761,284381501707.3402710,4749162823121.0937500,46374328517591.9296875,314529233719300.3125000
0.0375000,0.0375000,0.0375000,inf,nan,28134125.5325040,52557296763.3496475,34229072021.9792290,204346268381.4483337,3617263417.2779403,144165195235.6853943,2407556518435.0668945,23509163436675.9140625,159448563472735.6875000
0.0400000,0.0400000,0.0400000,inf,nan,16906382.5803747,27631559306.4239922,17995639637.3940315,107433438502.9547577,1901735262.9351304,75793710772.1466370,1265755218184.9743652,12359775264962.1425781,83828963143860.2343750
0.0425000,0.0425000,0.0425000,inf,nan,10443352.1483239,15010129560.3754463,9775659251.7668476,58360505927.6004333,1033060766.5589876,41173019418.9411697,687590633842.6390381,6714150050352.8642578,45538077960391.6640625
0.0450000,0.0450000,0.0450000,inf,nan,6614214.3275562,8398437300.3874159,5469652455.3210049,32653804724.5346107,578010432.5573987,23037079806.9792976,384720736346.9100952,3756704562565.0722656,25479499968980.2656250
0.0475000,0.0475000,0.0475000,inf,nan,4286355.8752090,4826907302.3088140,3143617741.2928996,18767446625.5757217,332200794.6871830,13240329137.1890221,221115007954.5501099,2159136918153.0849609,14644156138737.4453125
0.0500000,0.0500000,0.0500000,inf,nan,2838316.5984985,2843010672.1624274,1851563680.2214231,11053910105.7179317,195660501.0410645,7798471037.7296858,130235869717.8182068,1271725293977.2285156,8625373927701.0263672
0.0525000,0.0525000,0.0525000,inf,nan,1919231.7837982,1712565065.0457079,1115337928.7684765,6658648340.6763973,117859015.1412914,4697637947.6959696,78451809466.8979340,766066866751.7996826,5195794370666.4824219
0.0550000,0.0550000,0.0550000,inf,nan,1325882.5599310,1053210392.5424712,685920148.7976427,4095020909.1449957,72480237.9042419,2889012996.1425509,48247618634.1157837,471130243525.2402344,3195414307243.9189453
0.0575000,0.0575000,0.0575000,inf,nan,937887.0757283,660286949.4491620,430021280.9952417,2567297484.0477371,45438416.7772262,1811212702.2481775,30248206677.3049316,295370129686.9659424,2003337007815.7526855
0.0600000,0.0600000,0.0600000,inf,nan,682580.3853450,421458559.4736367,274479982.6990562,1638707439.1897302,29002015.0071510,1156097737.8703883,19307651583.2950935,188537945298.4206543,1278756544982.8171387
0.0625000,0.0625000,0.0625000,inf,nan,515516.4011421,273617231.7117574,178195836.6904910,1063882504.6899467,18827643.8020378,750562113.0378872,12535084289.1844559,122405109654.5584717,830215421192.0539551
0.0650000,0.0650000,0.0650000,inf,nan,409430.6137133,180540904.1786397,117578466.7904123,701988680.2281772,12422342.9932387,495248203.9504344,8271231998.5004644,80769257513.4628906,547822740642.2200317
0.0675000,0.0675000,0.0675000,inf,nan,347925.3839166,121020780.2382231,78815206.6515505,470564565.6401843,8326439.3356443,331979941.8112454,5544553523.6348534,54143544320.0318527,367234958695.9746704
0.0700000,0.0700000,0.0700000,inf,nan,321891.7862753,82406134.1765231,53667014.3520081,320423147.1010249,5669265.7050736,226056157.3407291,3775538633.5966587,36869207294.0768661,250072119512.6511536
0.0725000,0.0725000,0.0725000,inf,nan,327612.9402710,57019142.6882707,37133554.1526365,221712424.5970627,3922411.4042795,156416428.2608008,2612477924.1196527,25511901495.0646591,173041168164.5176697
0.0750000,0.0750000,0.0750000,inf,nan,366017.5461037,40123840.1152459,26130435.1731201,156018572.1352660,2759935.6795292,110069901.3081652,1838424238.3983717,17953202687.4286270,121774161886.2806244
0.0775000,0.0775000,0.0775000,inf,nan,442882.2133990,28754001.2285603,18725845.2080254,111808664.5424528,1977697.1421226,78880160.5696337,1317500012.3544364,12866312907.1626930,87272297982.0373077
0.0800000,0.0800000,0.0800000,inf,nan,570040.3839150,20986600.2792626,13667076.2087402,81609890.3377515,1443127.9170399,57575006.6595482,961751937.9996799,9392810201.3165703,63714638969.5011597
0.0825000,0.0825000,0.0825000,inf,nan,767936.0045446,15447719.6916937,10059933.4889950,60072224.8934686,1062112.3273490,42380370.0935473,707966005.7544308,6914542905.4376383,46905806689.4769135
0.0850000,0.0850000,0.0850000,inf,nan,1070263.1130449,11598703.8626084,7553317.4069892,45105303.5996615,797367.5884134,31821341.0137384,531604666.0483992,5192371395.5986462,35225462012.0432968
0.0875000,0.0875000,0.0875000,inf,nan,1485320.8182266,8637488.6753704,5624546.6167121,33594927.5907325,593449.1662992,23700697.3190302,396057804.7468359,3868994953.5467634,26249570424.4218941
0.0900000,0.0900000,0.0900000,inf,nan,983133.3941968,6485479.2864365,4223103.1147244,25226509.1241891,445454.9458429,17796863.3717659,297441452.8234538,2905941853.0155101,19717444351.3220825
0.0925000,0.0925000,0.0925000,inf,nan,666882.1622489,4941990.5013173,3217954.2285667,19224279.3728567,339323.4567698,13562354.7129572,226707330.0911255,2215176504.0685673,15032203336.9248924
0.0950000,0.0950000,0.0950000,inf,nan,462308.6589840,3823710.9950698,2489716.5170260,14875490.5263727,260460.2560861,10494332.2793816,175457772.9670961,1714697540.8067822,11637681694.8478909
0.0975000,0.0975000,0.0975000,inf,nan,326757.5823240,2916293.9790141,1898743.2326922,11347409.0958502,199583.3470692,8005289.4031302,133883294.0822317,1308530331.5433908,8881098743.1725445
0.1000000,0.1000000,0.1000000,inf,nan,234981.9113767,2225482.1854346,1448896.1634427,8660692.7151365,152540.0663119,6109850.7320023,102213830.7802450,999207479.5155262,6782798012.5038500
0.1025000,0.1025000,0.1025000,inf,nan,171625.9155192,1714609.4979474,1116230.3545162,6673691.5270631,117439.9025693,4708053.9534626,78790071.3170167,770410957.2739280,5230699414.7040911
0.1050000,0.1050000,0.1050000,inf,nan,127115.4948965,1333589.9628491,868127.3950516,5191654.7675954,91269.1017526,3662503.9103528,61317297.0684563,599732509.8884678,4072817343.4415531
0.1075000,0.1075000,0.1075000,inf,nan,95344.7597781,1047012.5354132,681526.0509065,4076890.5142838,71591.6256810,2876060.0909442,48173064.3044912,471328516.5811907,3201690237.8700681
0.1100000,0.1100000,0.1100000,inf,nan,72338.3347317,829646.9237005,539995.3799332,3231291.7993622,56671.9489744,2279508.9056356,38201328.3209611,373909667.6630574,2540745804.1787839
0.1125000,0.1125000,0.1125000,inf,nan,55458.5108448,663382.8354629,431741.3750834,2584435.9572586,45016.8074797,1823167.8483151,30572230.7232627,299371825.5234092,2035015000.1469510
0.1150000,0.1150000,0.1150000,inf,nan,42924.4948969,523716.1116353,340854.6126227,2040334.0182592,35721.4557838,1439350.3609395,24131799.2706525,236228067.5412945,1605204624.5292151
